comment,aspect,polarity
http://example.org/tic-absa/comment/5721771bec4a891e17000080,contenido,positive
http://example.org/tic-absa/comment/5722191eec4a891e17000083,plataforma,neutral
http://example.org/tic-absa/comment/5722eddeec4a8994200000c2,contenido,neutral
http://example.org/tic-absa/comment/57237240ec4a891e17000090,docente,neutral
http://example.org/tic-absa/comment/57238e34ec4a8916fc000089,interaccion,neutral
http://example.org/tic-absa/comment/5725482aec4a891a750000b6,contenido,neutral
http://example.org/tic-absa/comment/5725896cec4a891a750000bc,interaccion,negative
http://example.org/tic-absa/comment/5726745aec4a8994200000da,plataforma,neutral
http://example.org/tic-absa/comment/572677f4ec4a8994200000dc,contenido,neutral
http://example.org/tic-absa/comment/57267a13ec4a8916fc0000a0,docente,neutral
http://example.org/tic-absa/comment/5728440cec4a891a750000fc,interaccion,neutral
http://example.org/tic-absa/comment/57287a5bec4a891e170000be,docente,neutral
http://example.org/tic-absa/comment/57287a5bec4a891e170000be,interaccion,neutral
http://example.org/tic-absa/comment/5728b313ec4a891a75000100,contenido,neutral
http://example.org/tic-absa/comment/5728c5cbec4a891a75000103,interaccion,neutral
http://example.org/tic-absa/comment/57292f34ec4a891a75000107,docente,neutral
http://example.org/tic-absa/comment/57292f8bec4a8916fc0000c4,interaccion,neutral
http://example.org/tic-absa/comment/57294f73ec4a89942000010d,interaccion,neutral
http://example.org/tic-absa/comment/57297283ec4a89942000010f,docente,neutral
http://example.org/tic-absa/comment/5729e496ec4a899420000118,interaccion,neutral
http://example.org/tic-absa/comment/5729e6b0ec4a899420000119,interaccion,neutral
http://example.org/tic-absa/comment/572a15e8ec4a891e170000cd,docente,neutral
http://example.org/tic-absa/comment/572a15e8ec4a891e170000cd,interaccion,neutral
http://example.org/tic-absa/comment/572a253aec4a89942000011e,interaccion,negative
http://example.org/tic-absa/comment/572a269cec4a89942000011f,plataforma,neutral
http://example.org/tic-absa/comment/572a3212ec4a899420000123,docente,neutral
http://example.org/tic-absa/comment/572a42a7ec4a891a75000114,interaccion,neutral
http://example.org/tic-absa/comment/572a443cec4a891e170000cf,interaccion,neutral
http://example.org/tic-absa/comment/572b33dcec4a891a75000117,interaccion,neutral
http://example.org/tic-absa/comment/572b6a98ec4a899420000141,contenido,negative
http://example.org/tic-absa/comment/572b6cbeec4a891e170000dd,contenido,negative
http://example.org/tic-absa/comment/572b6cbeec4a891e170000dd,interaccion,negative
http://example.org/tic-absa/comment/572b6d43ec4a891a7500011f,contenido,neutral
http://example.org/tic-absa/comment/572b6dd9ec4a891e170000de,docente,neutral
http://example.org/tic-absa/comment/572b7592ec4a891e170000e1,contenido,neutral
http://example.org/tic-absa/comment/572bb1baec4a891a75000122,docente,neutral
http://example.org/tic-absa/comment/572bd597ec4a89942000014b,docente,neutral
http://example.org/tic-absa/comment/572c175bec4a8916fc0000ee,docente,neutral
http://example.org/tic-absa/comment/572d27bdec4a8916fc0000f3,docente,negative
http://example.org/tic-absa/comment/572dd4b6ec4a891e170000f4,interaccion,negative
http://example.org/tic-absa/comment/572dd5d5ec4a891a7500013e,interaccion,neutral
http://example.org/tic-absa/comment/572df4dbec4a899420000176,interaccion,negative
http://example.org/tic-absa/comment/572df5eeec4a899420000177,interaccion,neutral
http://example.org/tic-absa/comment/572e2cc2ec4a891a7500013f,docente,neutral
http://example.org/tic-absa/comment/572e70e7ec4a8916fc000105,interaccion,neutral
http://example.org/tic-absa/comment/572e97caec4a8916fc000109,evaluacion,neutral
http://example.org/tic-absa/comment/572eab5aec4a899420000187,plataforma,neutral
http://example.org/tic-absa/comment/572f81dbec4a89942000018c,contenido,negative
http://example.org/tic-absa/comment/572f81dbec4a89942000018c,docente,negative
http://example.org/tic-absa/comment/572fb885ec4a899420000190,plataforma,negative
http://example.org/tic-absa/comment/572fd3baec4a899420000193,interaccion,neutral
http://example.org/tic-absa/comment/5730d8eaec4a891a75000181,plataforma,neutral
http://example.org/tic-absa/comment/5730f78eec4a8994200001c4,plataforma,neutral
http://example.org/tic-absa/comment/5730fdcdec4a891e17000123,docente,neutral
http://example.org/tic-absa/comment/57312e7aec4a8916fc000152,interaccion,neutral
http://example.org/tic-absa/comment/57313159ec4a8916fc000153,interaccion,neutral
http://example.org/tic-absa/comment/57313fdcec4a891a75000196,interaccion,neutral
http://example.org/tic-absa/comment/57314dd2ec4a891a750001a1,contenido,negative
http://example.org/tic-absa/comment/57315b0cec4a8916fc000173,plataforma,neutral
http://example.org/tic-absa/comment/57315bf3ec4a891a750001b4,plataforma,neutral
http://example.org/tic-absa/comment/57316200ec4a8916fc00017c,contenido,negative
http://example.org/tic-absa/comment/57317cb3ec4a891e1700014f,contenido,negative
http://example.org/tic-absa/comment/57317cb3ec4a891e1700014f,docente,negative
http://example.org/tic-absa/comment/5731cadcec4a899420000208,interaccion,neutral
http://example.org/tic-absa/comment/5731d410ec4a891a750001c5,interaccion,negative
http://example.org/tic-absa/comment/5731d6dcec4a8916fc00018c,interaccion,neutral
http://example.org/tic-absa/comment/5731e5a7ec4a891e17000153,plataforma,neutral
http://example.org/tic-absa/comment/573212dcec4a899420000210,interaccion,neutral
http://example.org/tic-absa/comment/5732194cec4a8916fc000193,docente,negative
http://example.org/tic-absa/comment/5732339fec4a899420000212,contenido,neutral
http://example.org/tic-absa/comment/57323527ec4a899420000213,interaccion,negative
http://example.org/tic-absa/comment/573235faec4a891a750001d0,contenido,neutral
http://example.org/tic-absa/comment/57323630ec4a899420000214,interaccion,neutral
http://example.org/tic-absa/comment/57327febec4a89942000021c,docente,neutral
http://example.org/tic-absa/comment/5732913aec4a8916fc000199,docente,neutral
http://example.org/tic-absa/comment/573338bdec4a891a750001e5,interaccion,neutral
http://example.org/tic-absa/comment/5733827eec4a899420000234,docente,neutral
http://example.org/tic-absa/comment/57338487ec4a891e1700016a,plataforma,neutral
http://example.org/tic-absa/comment/57339ed1ec4a899420000235,contenido,negative
http://example.org/tic-absa/comment/5733bb90ec4a891a750001eb,interaccion,neutral
http://example.org/tic-absa/comment/5733bc50ec4a891e17000170,interaccion,negative
http://example.org/tic-absa/comment/5733bdffec4a8916fc0001a4,interaccion,negative
http://example.org/tic-absa/comment/5733e633ec4a891a750001ef,docente,negative
http://example.org/tic-absa/comment/5733f41fec4a891a750001f4,interaccion,neutral
http://example.org/tic-absa/comment/5733f4d7ec4a891a750001f5,contenido,negative
http://example.org/tic-absa/comment/57344a0cec4a899420000239,docente,negative
http://example.org/tic-absa/comment/57347ec9ec4a89942000023a,docente,negative
http://example.org/tic-absa/comment/5734e51fec4a891a750001fa,contenido,neutral
http://example.org/tic-absa/comment/5735027eec4a89942000023e,interaccion,negative
http://example.org/tic-absa/comment/5736acbaec4a891a75000208,contenido,neutral
http://example.org/tic-absa/comment/57371bbbec4a891a7500020a,interaccion,neutral
http://example.org/tic-absa/comment/57378450ec4a891e17000185,docente,negative
http://example.org/tic-absa/comment/5737d224ec4a899420000267,docente,neutral
http://example.org/tic-absa/comment/57386696ec4a891a7500021b,interaccion,negative
http://example.org/tic-absa/comment/5738e340ec4a899420000278,docente,neutral
http://example.org/tic-absa/comment/5738e340ec4a899420000278,interaccion,neutral
http://example.org/tic-absa/comment/5738f1ddec4a89942000027c,plataforma,negative
http://example.org/tic-absa/comment/57392e82ec4a8916fc0001d0,docente,neutral
http://example.org/tic-absa/comment/5739326dec4a899420000287,docente,neutral
http://example.org/tic-absa/comment/57399e20ec4a891a7500022e,docente,negative
http://example.org/tic-absa/comment/57399e20ec4a891a7500022e,interaccion,negative
http://example.org/tic-absa/comment/57399fe4ec4a89942000028f,interaccion,neutral
http://example.org/tic-absa/comment/5739cf34ec4a899420000291,contenido,negative
http://example.org/tic-absa/comment/5739cf34ec4a899420000291,interaccion,negative
http://example.org/tic-absa/comment/5739d060ec4a899420000292,interaccion,negative
http://example.org/tic-absa/comment/5739d189ec4a899420000294,interaccion,negative
http://example.org/tic-absa/comment/5739d3c4ec4a8916fc0001d6,contenido,negative
http://example.org/tic-absa/comment/573a3815ec4a891a75000232,contenido,negative
http://example.org/tic-absa/comment/573a3894ec4a891a75000233,contenido,negative
http://example.org/tic-absa/comment/573a3928ec4a891a75000234,contenido,negative
http://example.org/tic-absa/comment/573a39b0ec4a891a75000235,contenido,negative
http://example.org/tic-absa/comment/573a3ec0ec4a8994200002ad,contenido,neutral
http://example.org/tic-absa/comment/573a40d8ec4a8916fc0001e4,docente,neutral
http://example.org/tic-absa/comment/573a44e9ec4a891a75000238,interaccion,negative
http://example.org/tic-absa/comment/573a50f7ec4a891a7500023a,interaccion,negative
http://example.org/tic-absa/comment/573a51baec4a8994200002b2,interaccion,neutral
http://example.org/tic-absa/comment/573a7feaec4a891a75000246,docente,negative
http://example.org/tic-absa/comment/573a8b21ec4a8916fc0001ee,docente,neutral
http://example.org/tic-absa/comment/573a8ba0ec4a891e170001bb,docente,neutral
http://example.org/tic-absa/comment/573b1a64ec4a8994200002d3,contenido,negative
http://example.org/tic-absa/comment/573b2020ec4a891a75000254,interaccion,negative
http://example.org/tic-absa/comment/573b4faeec4a891a7500025b,interaccion,neutral
http://example.org/tic-absa/comment/573b5555ec4a891a7500025c,contenido,negative
http://example.org/tic-absa/comment/573b5555ec4a891a7500025c,interaccion,negative
http://example.org/tic-absa/comment/573b8555ec4a891a7500025f,docente,neutral
http://example.org/tic-absa/comment/573b8704ec4a891e170001cd,interaccion,neutral
http://example.org/tic-absa/comment/573b8972ec4a8916fc000206,docente,neutral
http://example.org/tic-absa/comment/573b8b0cec4a8916fc000207,contenido,neutral
http://example.org/tic-absa/comment/573bc8abec4a8994200002ee,docente,negative
http://example.org/tic-absa/comment/573bdee5ec4a891e170001da,contenido,neutral
http://example.org/tic-absa/comment/573bdee5ec4a891e170001da,docente,neutral
http://example.org/tic-absa/comment/573beb65ec4a8994200002f8,docente,neutral
http://example.org/tic-absa/comment/573c6a25ec4a891e170001dd,contenido,negative
http://example.org/tic-absa/comment/573c6b31ec4a8916fc000212,contenido,neutral
http://example.org/tic-absa/comment/573c6c84ec4a8994200002fa,contenido,neutral
http://example.org/tic-absa/comment/573c6ea1ec4a8994200002fc,docente,neutral
http://example.org/tic-absa/comment/573ca41aec4a891e170001de,interaccion,neutral
http://example.org/tic-absa/comment/573cda8eec4a8916fc00021a,docente,neutral
http://example.org/tic-absa/comment/573cea07ec4a8916fc00021b,contenido,neutral
http://example.org/tic-absa/comment/573dc31fec4a891a75000274,interaccion,neutral
http://example.org/tic-absa/comment/573dd26aec4a8916fc000221,contenido,neutral
http://example.org/tic-absa/comment/573dd4a7ec4a891e170001ed,evaluacion,negative
http://example.org/tic-absa/comment/573e1194ec4a89942000030d,interaccion,neutral
http://example.org/tic-absa/comment/573e246fec4a89942000030e,interaccion,neutral
http://example.org/tic-absa/comment/573e24acec4a89942000030f,contenido,neutral
http://example.org/tic-absa/comment/573e4b88ec4a891a7500027d,contenido,negative
http://example.org/tic-absa/comment/573e4e04ec4a89942000031c,interaccion,neutral
http://example.org/tic-absa/comment/573e50ddec4a891e170001f6,plataforma,neutral
http://example.org/tic-absa/comment/573e559fec4a891e170001f7,docente,neutral
http://example.org/tic-absa/comment/573e6a75ec4a891e170001f8,docente,neutral
http://example.org/tic-absa/comment/573f14aaec4a89942000032a,contenido,neutral
http://example.org/tic-absa/comment/573f1df4ec4a8916fc000230,interaccion,neutral
http://example.org/tic-absa/comment/573f3b58ec4a89942000032f,contenido,neutral
http://example.org/tic-absa/comment/573f5861ec4a891a75000287,contenido,neutral
http://example.org/tic-absa/comment/573fdaaaec4a8916fc000239,interaccion,neutral
http://example.org/tic-absa/comment/573fdb2dec4a8916fc00023a,interaccion,neutral
http://example.org/tic-absa/comment/573fe657ec4a899420000338,contenido,negative
http://example.org/tic-absa/comment/573feba2ec4a891e1700020a,docente,neutral
http://example.org/tic-absa/comment/574088b0ec4a891e1700020c,docente,negative
http://example.org/tic-absa/comment/57409107ec4a891e1700020d,contenido,neutral
http://example.org/tic-absa/comment/5740914fec4a891a75000294,contenido,neutral
http://example.org/tic-absa/comment/5740926eec4a8916fc000240,contenido,negative
http://example.org/tic-absa/comment/574092eaec4a891a75000296,contenido,neutral
http://example.org/tic-absa/comment/5740955fec4a89942000033f,contenido,neutral
http://example.org/tic-absa/comment/5741dfa8ec4a891a7500029f,contenido,negative
http://example.org/tic-absa/comment/5741dfa8ec4a891a7500029f,interaccion,negative
http://example.org/tic-absa/comment/5741dfa8ec4a891a7500029f,plataforma,negative
http://example.org/tic-absa/comment/5742292eec4a891a750002a1,docente,neutral
http://example.org/tic-absa/comment/5742292eec4a891a750002a1,interaccion,neutral
http://example.org/tic-absa/comment/57425a48ec4a891e17000222,interaccion,negative
http://example.org/tic-absa/comment/57425a48ec4a891e17000222,plataforma,negative
http://example.org/tic-absa/comment/57427096ec4a899420000355,docente,neutral
http://example.org/tic-absa/comment/57427096ec4a899420000355,interaccion,neutral
http://example.org/tic-absa/comment/5742ab31ec4a891e17000225,docente,neutral
http://example.org/tic-absa/comment/57431e8eec4a89942000035e,contenido,neutral
http://example.org/tic-absa/comment/5743215aec4a891e1700022b,contenido,neutral
http://example.org/tic-absa/comment/57432404ec4a891a750002b3,contenido,neutral
http://example.org/tic-absa/comment/57433b55ec4a899420000362,contenido,neutral
http://example.org/tic-absa/comment/57433b55ec4a899420000362,docente,neutral
http://example.org/tic-absa/comment/57436231ec4a891a750002b7,contenido,neutral
http://example.org/tic-absa/comment/574369ecec4a891e17000230,contenido,negative
http://example.org/tic-absa/comment/5743b299ec4a891a750002be,docente,negative
http://example.org/tic-absa/comment/5743bacaec4a8916fc000259,docente,neutral
http://example.org/tic-absa/comment/5743c29eec4a899420000372,docente,neutral
http://example.org/tic-absa/comment/57445739ec4a891e1700023f,interaccion,negative
http://example.org/tic-absa/comment/57445a6fec4a891e17000240,contenido,neutral
http://example.org/tic-absa/comment/57445a6fec4a891e17000240,evaluacion,neutral
http://example.org/tic-absa/comment/57445ee1ec4a8916fc00025e,plataforma,negative
http://example.org/tic-absa/comment/574486d2ec4a891a750002d1,evaluacion,neutral
http://example.org/tic-absa/comment/57449a41ec4a89942000037e,contenido,neutral
http://example.org/tic-absa/comment/57449a41ec4a89942000037e,docente,neutral
http://example.org/tic-absa/comment/57449ce6ec4a8916fc000261,contenido,neutral
http://example.org/tic-absa/comment/5744e178ec4a8916fc000264,docente,neutral
http://example.org/tic-absa/comment/5744e178ec4a8916fc000264,interaccion,neutral
http://example.org/tic-absa/comment/5744e81eec4a899420000382,contenido,neutral
http://example.org/tic-absa/comment/5744e81eec4a899420000382,evaluacion,neutral
http://example.org/tic-absa/comment/5745b305ec4a891a750002dd,contenido,neutral
http://example.org/tic-absa/comment/5745b305ec4a891a750002dd,interaccion,neutral
http://example.org/tic-absa/comment/5745cba8ec4a899420000386,contenido,neutral
http://example.org/tic-absa/comment/5745cba8ec4a899420000386,evaluacion,neutral
http://example.org/tic-absa/comment/5745e703ec4a891a750002de,contenido,neutral
http://example.org/tic-absa/comment/5745e703ec4a891a750002de,interaccion,neutral
http://example.org/tic-absa/comment/574625dcec4a891e17000251,contenido,neutral
http://example.org/tic-absa/comment/57476f21ec4a891e17000259,contenido,positive
http://example.org/tic-absa/comment/57479129ec4a891e1700025a,contenido,neutral
http://example.org/tic-absa/comment/57479129ec4a891e1700025a,docente,neutral
http://example.org/tic-absa/comment/57479129ec4a891e1700025a,interaccion,neutral
http://example.org/tic-absa/comment/5747b372ec4a8916fc000275,interaccion,neutral
http://example.org/tic-absa/comment/57487a21ec4a89942000039c,interaccion,negative
http://example.org/tic-absa/comment/5748ed8bec4a8916fc00027f,docente,negative
http://example.org/tic-absa/comment/5748ed8bec4a8916fc00027f,interaccion,negative
http://example.org/tic-absa/comment/57490a48ec4a8994200003a7,contenido,neutral
http://example.org/tic-absa/comment/57490a48ec4a8994200003a7,docente,neutral
http://example.org/tic-absa/comment/57499c41ec4a891e17000268,docente,neutral
http://example.org/tic-absa/comment/57499c41ec4a891e17000268,interaccion,neutral
http://example.org/tic-absa/comment/5749a416ec4a891e17000269,docente,neutral
http://example.org/tic-absa/comment/574b312aec4a8994200003bf,docente,neutral
http://example.org/tic-absa/comment/574b6d53ec4a891a75000317,docente,neutral
http://example.org/tic-absa/comment/574b6dceec4a8916fc000290,plataforma,neutral
http://example.org/tic-absa/comment/574b85bfec4a891e17000282,interaccion,neutral
http://example.org/tic-absa/comment/574b895cec4a891a7500031e,evaluacion,neutral
http://example.org/tic-absa/comment/574b95dbec4a8994200003d3,docente,negative
http://example.org/tic-absa/comment/574b95dbec4a8994200003d3,interaccion,negative
http://example.org/tic-absa/comment/574bb5c0ec4a891a75000324,docente,neutral
http://example.org/tic-absa/comment/574c4d15ec4a891a75000328,docente,neutral
http://example.org/tic-absa/comment/574c6450ec4a891a7500032a,contenido,neutral
http://example.org/tic-absa/comment/574c6b97ec4a8916fc0002ad,interaccion,neutral
http://example.org/tic-absa/comment/574c706fec4a8994200003de,interaccion,neutral
http://example.org/tic-absa/comment/574c95c3ec4a891e17000294,docente,neutral
http://example.org/tic-absa/comment/574ca410ec4a891e17000297,evaluacion,neutral
http://example.org/tic-absa/comment/574ca410ec4a891e17000297,interaccion,neutral
http://example.org/tic-absa/comment/574ca4a3ec4a8994200003e6,interaccion,neutral
http://example.org/tic-absa/comment/574ca879ec4a8916fc0002b8,evaluacion,neutral
http://example.org/tic-absa/comment/574cae9fec4a8994200003ec,docente,neutral
http://example.org/tic-absa/comment/574caea1ec4a891a75000335,contenido,neutral
http://example.org/tic-absa/comment/574cb0fdec4a8916fc0002bd,docente,neutral
http://example.org/tic-absa/comment/574cb0fdec4a8916fc0002bd,interaccion,neutral
http://example.org/tic-absa/comment/574cbcefec4a891e1700029c,docente,neutral
http://example.org/tic-absa/comment/574cc0beec4a8994200003f1,interaccion,neutral
http://example.org/tic-absa/comment/574cc170ec4a891e1700029f,interaccion,neutral
http://example.org/tic-absa/comment/574cd5b6ec4a891e170002a0,docente,neutral
http://example.org/tic-absa/comment/574ceb19ec4a8916fc0002c4,docente,neutral
http://example.org/tic-absa/comment/574ceb19ec4a8916fc0002c4,plataforma,neutral
http://example.org/tic-absa/comment/574cfd36ec4a8916fc0002c7,docente,negative
http://example.org/tic-absa/comment/574cfdaaec4a891a75000344,plataforma,negative
http://example.org/tic-absa/comment/574d016cec4a8916fc0002c8,contenido,neutral
http://example.org/tic-absa/comment/574d06acec4a891a75000347,docente,neutral
http://example.org/tic-absa/comment/574d0bb1ec4a891e170002a6,docente,negative
http://example.org/tic-absa/comment/574d0bb1ec4a891e170002a6,interaccion,negative
http://example.org/tic-absa/comment/574d0bb1ec4a891e170002a6,plataforma,negative
http://example.org/tic-absa/comment/574d157fec4a899420000402,docente,neutral
http://example.org/tic-absa/comment/574d49bdec4a891a75000354,interaccion,negative
http://example.org/tic-absa/comment/574d49bdec4a891a75000354,plataforma,negative
http://example.org/tic-absa/comment/574d825bec4a891e170002ad,contenido,neutral
http://example.org/tic-absa/comment/574d8998ec4a891a7500035b,docente,positive
http://example.org/tic-absa/comment/574da08cec4a891a7500035e,contenido,neutral
http://example.org/tic-absa/comment/574db15aec4a891a75000362,contenido,negative
http://example.org/tic-absa/comment/574db45eec4a891a75000364,docente,neutral
http://example.org/tic-absa/comment/574db480ec4a899420000417,docente,neutral
http://example.org/tic-absa/comment/574db808ec4a899420000419,docente,neutral
http://example.org/tic-absa/comment/574dbfc8ec4a891e170002b8,contenido,negative
http://example.org/tic-absa/comment/574dc15cec4a891a7500036a,interaccion,neutral
http://example.org/tic-absa/comment/574de1e2ec4a891e170002ba,docente,negative
http://example.org/tic-absa/comment/574deaecec4a899420000427,docente,neutral
http://example.org/tic-absa/comment/574deaecec4a899420000427,interaccion,neutral
http://example.org/tic-absa/comment/574e2329ec4a899420000433,contenido,neutral
http://example.org/tic-absa/comment/574e3504ec4a899420000436,docente,neutral
http://example.org/tic-absa/comment/574e3504ec4a899420000436,interaccion,neutral
http://example.org/tic-absa/comment/574e3d9eec4a891e170002c3,docente,negative
http://example.org/tic-absa/comment/574e3d9eec4a891e170002c3,interaccion,negative
http://example.org/tic-absa/comment/574e5961ec4a8916fc0002fa,interaccion,neutral
http://example.org/tic-absa/comment/574e5a5bec4a8916fc0002fb,interaccion,neutral
http://example.org/tic-absa/comment/574e5ab6ec4a899420000439,evaluacion,neutral
http://example.org/tic-absa/comment/574e5ab6ec4a899420000439,interaccion,neutral
http://example.org/tic-absa/comment/574e5ab6ec4a899420000439,plataforma,neutral
http://example.org/tic-absa/comment/574e5aedec4a891a75000379,interaccion,positive
http://example.org/tic-absa/comment/574e5b2fec4a891a7500037a,interaccion,neutral
http://example.org/tic-absa/comment/574e5b79ec4a891e170002ca,evaluacion,neutral
http://example.org/tic-absa/comment/574e5b79ec4a891e170002ca,interaccion,neutral
http://example.org/tic-absa/comment/574e5d41ec4a891e170002cc,evaluacion,neutral
http://example.org/tic-absa/comment/574e5d41ec4a891e170002cc,plataforma,neutral
http://example.org/tic-absa/comment/574e6632ec4a891a7500037c,docente,neutral
http://example.org/tic-absa/comment/574e79e9ec4a891e170002d4,contenido,negative
http://example.org/tic-absa/comment/574e79e9ec4a891e170002d4,evaluacion,negative
http://example.org/tic-absa/comment/574f0aacec4a89942000044e,docente,neutral
http://example.org/tic-absa/comment/574f0aacec4a89942000044e,interaccion,neutral
http://example.org/tic-absa/comment/574f241eec4a8916fc00030f,plataforma,neutral
http://example.org/tic-absa/comment/574f5cd8ec4a899420000451,docente,neutral
http://example.org/tic-absa/comment/574f6639ec4a899420000452,evaluacion,neutral
http://example.org/tic-absa/comment/574f6734ec4a8916fc000313,plataforma,neutral
http://example.org/tic-absa/comment/574f6883ec4a891a75000386,plataforma,neutral
http://example.org/tic-absa/comment/574f6f8fec4a891a75000389,interaccion,neutral
http://example.org/tic-absa/comment/574f6f8fec4a891a75000389,plataforma,neutral
http://example.org/tic-absa/comment/57503591ec4a891a75000391,interaccion,negative
http://example.org/tic-absa/comment/57503ec7ec4a891e170002de,docente,neutral
http://example.org/tic-absa/comment/5750617dec4a891a75000394,docente,neutral
http://example.org/tic-absa/comment/57506252ec4a8916fc000319,docente,neutral
http://example.org/tic-absa/comment/57506252ec4a8916fc000319,interaccion,neutral
http://example.org/tic-absa/comment/57506bebec4a891e170002e8,interaccion,neutral
http://example.org/tic-absa/comment/57509e73ec4a8916fc00031e,docente,neutral
http://example.org/tic-absa/comment/5750bfc1ec4a891e170002ef,docente,neutral
http://example.org/tic-absa/comment/5750bfc1ec4a891e170002ef,interaccion,neutral
http://example.org/tic-absa/comment/5750bfc1ec4a891e170002ef,plataforma,neutral
http://example.org/tic-absa/comment/5750c5bfec4a891a7500039e,docente,neutral
http://example.org/tic-absa/comment/5750c5bfec4a891a7500039e,interaccion,neutral
http://example.org/tic-absa/comment/5750cdecec4a891a7500039f,evaluacion,neutral
