:ID,:LABEL,prefLabel,definition,note,inScheme
http://example.org/tic-absa/thread/583cf448ec4a89449800061c,Concept;Thread,Producción alimentos,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/583ce9a7ec4a8938d40005a5,Concept;Thread,agricultura urbana y periurbana ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/583df319ec4a89449800063b,Concept;Thread,Agricultura urbana y periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/583e48ecec4a894498000653,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/583ed2e3ec4a89449800065a,Concept;Thread,TEST 1,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58405014ec4a8938d40005fa,Concept;Thread,Buenos Días,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/583f6ff9ec4a89c76100058f,Concept;Thread,Test 1,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58419892ec4a896c9b000633,Concept;Thread,Inconformidad con las respuestas del Test 1,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58431263ec4a896c9b00065f,Concept;Thread,CORRECCIÓN TEST 1... IMPORTANTE!,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5844eba3ec4a8938d400067a,Concept;Thread,Agricultura Urbana y periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58481025ec4a896c9b0006b5,Concept;Thread,AGRICULTURA URBANA Y PERIURBANA,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5848c698ec4a894498000763,Concept;Thread,Test 1 se ha eliminado!!!,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5848df18ec4a896c9b0006c7,Concept;Thread,ERROR EN LOS CONTENIDOS DEL CURSO,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/584af29aec4a8938d40006db,Concept;Thread,TEST 1 Y 2,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5849b358ec4a894498000772,Concept;Thread,REVISAR TEST 2,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/584edd81ec4a8938d400070a,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/584f4847ec4a8944980007ca,Concept;Thread,SALIDA CURSO,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58540813ec4a8938d400072d,Concept;Thread,Problemas en test 1 y test 2,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/585a048dec4a8938d4000748,Concept;Thread,AGRICULTURA URBANA Y PERIURBANA ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/586a4b68ec4a89449800085d,Concept;Thread,PROGRESO,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/584f78adec4a8944980007cd,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/586ea53aec4a896c9b0007bc,Concept;Thread,Test 6,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5871d0cfec4a8938d40007c8,Concept;Thread,ESTIMADOS NO APARECE EL RETO EN NINGUNA DE LAS UNIDADES. Y EN LA UNIDAD 6 NO APARECE LA CXALIFICACION APESAR DE HABER TERMINADO ACTIVIDADES.,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58710906ec4a896c9b0007cb,Concept;Thread,Progreso y notas del curso,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58767bd5ec4a8944980008dd,Concept;Thread,inquietud,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58776920ec4a8944980008ee,Concept;Thread,RESPONSABLES,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/587d4ed3ec4a8938d400080d,Concept;Thread,"Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/587d0678ec4a894498000911,Concept;Thread,Agricultura Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/587ed91bec4a896c9b000842,Concept;Thread,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58828763ec4a896c9b000868,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58824b76ec4a8938d400085f,Concept;Thread,Cual es el rol más importante de un extensionista en una comunidad rural?,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58816526ec4a8938d4000853,Concept;Thread,Aporte al foro.,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58853e4aec4a8938d4000886,Concept;Thread,Agricultura urbana y periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58875e1eec4a8944980009a7,Concept;Thread,certificado,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58890ea2ec4a8938d40008bc,Concept;Thread,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58881a56ec4a89c761000850,Concept;Thread,ACLARACION DEL TEST HUERTOS FAMILIARES AGRUCULTURA URBANA,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/588ae882ec4a896c9b0008bb,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5890af65ec4a896c9b0008e4,Concept;Thread,"Cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos autoconsumo, comercialización? Ambas?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5898bb86ec4a896c9b000923,Concept;Thread,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58988cecec4a8938d400091b,Concept;Thread,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58855b62ec4a8938d400088b,Concept;Thread,"Agricultura Urbana y Periurbana,",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58990634ec4a89c7610008e7,Concept;Thread,Agricultura Urbana y Periurbana ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5898fd42ec4a89c7610008e4,Concept;Thread,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5898f6c2ec4a8938d4000933,Concept;Thread,Agricultura urbana y periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58996590ec4a894498000a9f,Concept;Thread,Presentación - Todos los participantes,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5899349fec4a8938d4000952,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589a3525ec4a894498000b14,Concept;Thread,Presentación,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5899f9a6ec4a896c9b00099a,Concept;Thread,Agricultura Urbana y Periurbana ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58993909ec4a894498000a8e,Concept;Thread,"¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos ¿autoconsumo, comercialización? ¿Ambas?.",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/588f8044ec4a89c761000890,Concept;Thread,agricultura urbana y periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/588cce4cec4a8944980009ee,Concept;Thread,"¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización? ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/588574aeec4a8938d4000892,Concept;Thread,Agricultura,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5883dc19ec4a8938d400087b,Concept;Thread,Agricultura Urbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/588288d8ec4a894498000975,Concept;Thread,Agricultura Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/588287f3ec4a8938d4000863,Concept;Thread,Cual es el rol más importante de un extensionista en una comunidad rural?,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5881421fec4a89c761000801,Concept;Thread,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589a06e3ec4a89c76100094c,Concept;Thread,FORO CONTESTACIÓN,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5899f8acec4a89c761000943,Concept;Thread,PRESENTACIÓN,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5899e737ec4a896c9b000986,Concept;Thread,extension rural: agricultura urbana y periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5899e129ec4a8938d4000980,Concept;Thread,Agricultura urbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5899daf8ec4a89c761000923,Concept;Thread, Doble propósito de la Agricultura ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/587d4bdeec4a896c9b000825,Concept;Thread,Ambos sistemas contribuyen a la seguridad alimentaria,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589a7700ec4a89c7610009b0,Concept;Thread,PRESENTACIÓN,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/5899403fec4a896c9b000953,Concept;Thread,FORO 1,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/587d2a3bec4a896c9b000822,Concept;Thread,Depende de las expectativas,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589a89a6ec4a894498000b61,Concept;Thread,Curso,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589b37aaec4a89c761000a00,Concept;Thread,PRESENTACIÓN,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589b6066ec4a894498000bce,Concept;Thread,Cuestionario 1,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589b3333ec4a8938d4000a33,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589aba43ec4a8938d4000a1b,Concept;Thread,Foro 01,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589ba976ec4a8938d4000a5d,Concept;Thread,Presentacion,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589be626ec4a896c9b000ad8,Concept;Thread,Presentación,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589b9e0eec4a894498000bf3,Concept;Thread,Presentación,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589ca1a5ec4a896c9b000b15,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58993ea1ec4a896c9b000950,Concept;Thread,Agricultura urbana y periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589d0587ec4a894498000c80,Concept;Thread,Agricultura urbana y periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589b6fbeec4a8938d4000a48,Concept;Thread,Presentación,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589e5252ec4a8938d4000b5a,Concept;Thread,Hola a todos,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589e69acec4a896c9b000bbd,Concept;Thread," ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589c935dec4a89c761000a87,Concept;Thread,Presentación ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589f30e9ec4a896c9b000bd9,Concept;Thread,Presentación,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589e8bb2ec4a894498000d14,Concept;Thread,foro de presentación,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589d0ea4ec4a896c9b000b52,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589d2d53ec4a894498000c97,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589d1a6eec4a89c761000acd,Concept;Thread,AGRICULTURA URBANA Y PERIURBANA,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589f82b0ec4a896c9b000beb,Concept;Thread,Test 1,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589fd972ec4a8938d4000ba9,Concept;Thread,Agricultura Urbana y Periurbana ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a0aca8ec4a8938d4000bbe,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a09c8eec4a89c761000bb2,Concept;Thread,Agricultura Urbana y Periurbana ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a0dbb5ec4a894498000d8e,Concept;Thread,Agricultura Urbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589ddb66ec4a896c9b000b74,Concept;Thread,grupo para esta materia,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a0f54bec4a89c761000bcb,Concept;Thread,Presentacion,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589b58d9ec4a89c761000a18,Concept;Thread,AGRICULTURA URBANA Y PERIURBANA,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589af5a9ec4a89c7610009e6,Concept;Thread,foro 1 ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589f7211ec4a894498000d3d,Concept;Thread,La mejor forma de agricultura para la producción de alimentos ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/588fedeaec4a89c761000897,Concept;Thread,"¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?)",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a10da1ec4a896c9b000c42,Concept;Thread,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a1ca25ec4a8938d4000c0e,Concept;Thread,Agricultura Urbana y Periurbana ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a23d90ec4a894498000e0a,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a10279ec4a894498000d9e,Concept;Thread,PRESENTACIÓN,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a20adaec4a896c9b000c89,Concept;Thread,test parciales 1 y 2,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589e3a71ec4a89c761000b10,Concept;Thread,INQUIETUD,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/589a9860ec4a894498000b78,Concept;Thread,LA AGRICULTURA URBANA Y PERIURBANA,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a11115ec4a894498000daf,Concept;Thread,Presentación ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a69a70ec4a896c9b000d50,Concept;Thread,PRESENTACIÓN,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a5117cec4a8938d4000cb8,Concept;Thread,QUE  ES UN HUERTO FAMILAR,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a456c1ec4a896c9b000ce2,Concept;Thread,Foro de presentacion,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a66752ec4a894498000ed0,Concept;Thread,SALUDO Y PRESENTACION,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58aa05faec4a896c9b000db3,Concept;Thread,Importancia de los Huertos familiares,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58aca47aec4a894498000f6a,Concept;Thread,INQUIETUD,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58b0a581ec4a8938d4000dd8,Concept;Thread,Qué es un huerto familiar?,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58b21c87ec4a8938d4000de8,Concept;Thread,Saludos ,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58b09442ec4a896c9b000e41,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58af85b2ec4a89c761000dfa,Concept;Thread,Agricultura Urbana y Periurbana,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58ae27ffec4a896c9b000e17,Concept;Thread,FORO DE PRESENTACIÓN,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58a7981cec4a89c761000d50,Concept;Thread,Sobre los Retos,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58bca75dec4a89c761000ead,Concept;Thread,DUDAS SOBRE RETO 1,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58c03316ec4a89c761000eff,Concept;Thread,Reto 1 Ayuda..,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58c4b185ec4a896c9b000f69,Concept;Thread,Pregunta sobre test,,,http://example.org/tic-absa/scheme/thread
http://example.org/tic-absa/thread/58c864b5ec4a89c761000f58,Concept;Thread,Infografía,,,http://example.org/tic-absa/scheme/thread
